No_Siri;No_Pendaftaran_SSM;Nama_Pendaftaran;Nama_Perniagaan;Negeri;Kod_Industri;BBU__SBU;Pegawai;Penyelia;Pegawai_Kerja_Luar;Siri_Kekerapan;Tahun_Rujukan;Status_Respon;Status_Rekod;Cara_Terima;Tarikh_Terima;Bilangan_Pekerja;Gaji_dan_Upah_RM;Nilai_Jualan_RM;Jumlah_pendapatan;Jumlah_Perbelanjaan_RM;Jumlah_Harta__AsetRM;Stok_Akhir_RM;Catatan
A441;SSM441;SYARIKAT A441;;JOHOR;47711;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A442;SSM442;SYARIKAT A442;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/07/2019;3;30150;;280234;245108;6971;12200;
A443;SSM443;SYARIKAT A443;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;13/05/2019;6;76811;;5391659;3887193;23324;122017;
A444;SSM444;SYARIKAT A444;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;07/06/2019;1;0;;420345;303518;1448;3416;
A445;SSM445;SYARIKAT A445;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/07/2019;4;79813;;562734;432829;22330;8392;
A446;SSM446;SYARIKAT A446;;JOHOR;45402;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;25/08/2019;8;95481;;1665636;1448379;50230;732971;
A447;SSM447;SYARIKAT A447;;JOHOR;47739;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A448;SSM448;SYARIKAT A448;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A449;SSM449;SYARIKAT A449;;JOHOR;46313;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;22/08/2019;21;308701;;4942407;4470801;404321;328894;
A450;SSM450;SYARIKAT A450;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A451;SSM451;SYARIKAT A451;;JOHOR;45401;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;03/07/2019;;;;;;;;
A452;SSM452;SYARIKAT A452;;JOHOR;45401;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/08/2019;7;164400;;1991268;1802207;11724;353619;
A453;SSM453;SYARIKAT A453;;JOHOR;47733;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A454;SSM454;SYARIKAT A454;;JOHOR;46201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A455;SSM455;SYARIKAT A455;;JOHOR;47712;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A456;SSM456;SYARIKAT A456;;JOHOR;47738;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A457;SSM457;SYARIKAT A457;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A458;SSM458;SYARIKAT A458;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A459;SSM459;SYARIKAT A459;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;22/08/2019;5;98572;;1215442;1152393;13076;190822;
A460;SSM460;SYARIKAT A460;;JOHOR;47413;SBU;Boss;Ketua;Amoi;;2018;50-Salah Penyiasatan;Selesai;Kerja Luar;31/07/2019;2;;;120000;;;;
A461;SSM461;SYARIKAT A461;;JOHOR;47411;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;20/05/2019;;;;;;;;
A462;SSM462;SYARIKAT A462;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/05/2019;4;52745;;603643;594823;34698;219636;
A463;SSM463;SYARIKAT A463;;JOHOR;46419;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A464;SSM464;SYARIKAT A464;;JOHOR;46325;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;2;11989;;733145;0;0;0;
A465;SSM465;SYARIKAT A465;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/06/2019;7;94596;;1486904;829647;99119;175503;
A466;SSM466;SYARIKAT A466;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A467;SSM467;SYARIKAT A467;;JOHOR;47216;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;11/06/2019;1;0;;89946;67746;1975;4435;
A468;SSM468;SYARIKAT A468;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;3;17909;;746850;0;0;0;
A469;SSM469;SYARIKAT A469;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;56201;47838;1;;
A470;SSM470;SYARIKAT A470;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;10/06/2019;5;136860;;2392258;1729774;70870;52575;
A471;SSM471;SYARIKAT A471;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/05/2019;5;118528;;1075387;954155;415887;93774;
A472;SSM472;SYARIKAT A472;;JOHOR;47734;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;5;75590;;908005;0;1;;
A473;SSM473;SYARIKAT A473;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A474;SSM474;SYARIKAT A474;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;4;32918;;593169;0;;0;
A475;SSM475;SYARIKAT A475;;JOHOR;47113;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;31/07/2019;13;168000;;1869242;1379628;2473;42008;
A476;SSM476;SYARIKAT A476;;JOHOR;47216;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/07/2019;2;0;;194333;125958;12192;6085;
A477;SSM477;SYARIKAT A477;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;13/05/2019;1;0;;600564;435730;5504;3466;
A478;SSM478;SYARIKAT A478;;JOHOR;47593;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;12/08/2019;14;231538;;4620891;4530092;2013399;1016099;
A479;SSM479;SYARIKAT A479;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;30/05/2019;5;95523;;1739736;1309562;226859;456;
A480;SSM480;SYARIKAT A480;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;08/05/2019;7;84000;;4598114;3686991;142270;113696;
A481;SSM481;SYARIKAT A481;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A482;SSM482;SYARIKAT A482;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/07/2019;3;39624;;285090;253076;4200;1000;
A483;SSM483;SYARIKAT A483;;JOHOR;46494;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;02/08/2019;4;46056;;349934;334011;9145;27654;
A484;SSM484;SYARIKAT A484;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;02/08/2019;5;77613;;2034997;1698527;120749;39927;
A485;SSM485;SYARIKAT A485;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/08/2019;4;51300;;669425;324188;69131;19201;
A486;SSM486;SYARIKAT A486;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;26/06/2019;7;42073;;843690;0;0;;
A487;SSM487;SYARIKAT A487;;JOHOR;45300;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A488;SSM488;SYARIKAT A488;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;72-Pemilik atau pengurus tiada;Dalam Proses;;;;;;;;;;
A489;SSM489;SYARIKAT A489;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A490;SSM490;SYARIKAT A490;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;25/08/2019;5;60533;;1026213;847932;22325;11043;
A491;SSM491;SYARIKAT A491;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A492;SSM492;SYARIKAT A492;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A493;SSM493;SYARIKAT A493;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;22/05/2019;6;157752;;3160423;1924788;94595;73924;
A494;SSM494;SYARIKAT A494;;JOHOR;47113;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;09/08/2019;9;166255;;2012809;1955824;207316;315541;
A495;SSM495;SYARIKAT A495;;JOHOR;47592;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;2;0;;335277;316539;1;88661;
A496;SSM496;SYARIKAT A496;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;20/06/2019;2;30000;;134258;49964;6415;8805;
A497;SSM497;SYARIKAT A497;;JOHOR;47113;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A498;SSM498;SYARIKAT A498;;JOHOR;46202;BBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;14/07/2019;6;153792;;22714079;15554602;186310;18265;
A499;SSM499;SYARIKAT A499;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/08/2019;5;106481;;699103;590716;24571;83745;
A500;SSM500;SYARIKAT A500;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A501;SSM501;SYARIKAT A501;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;3;44105;;991449;0;1;;
A502;SSM502;SYARIKAT A502;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A503;SSM503;SYARIKAT A503;;JOHOR;46413;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A504;SSM504;SYARIKAT A504;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A505;SSM505;SYARIKAT A505;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A506;SSM506;SYARIKAT A506;;JOHOR;47734;SBU;Boss;Ketua;Amoi;;2018;72-Pemilik atau pengurus tiada;Dalam Proses;;;;;;;;;;
A507;SSM507;SYARIKAT A507;;JOHOR;47300;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A508;SSM508;SYARIKAT A508;;JOHOR;47214;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A509;SSM509;SYARIKAT A509;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A510;SSM510;SYARIKAT A510;;JOHOR;47215;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/05/2019;2;0;;70542;35855;5062;461;
A511;SSM511;SYARIKAT A511;;JOHOR;47114;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A512;SSM512;SYARIKAT A512;;JOHOR;46313;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;18/07/2019;39;579516;;792110;8009808;205858;0;
A513;SSM513;SYARIKAT A513;;JOHOR;47739;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A514;SSM514;SYARIKAT A514;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;6;84612;;686575;0;0;0;
A515;SSM515;SYARIKAT A515;;JOHOR;47737;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;31/07/2019;4;24245;;192565;114056;9285;125570;
A516;SSM516;SYARIKAT A516;;JOHOR;47591;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A517;SSM517;SYARIKAT A517;;JOHOR;46202;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A518;SSM518;SYARIKAT A518;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;25/08/2019;2;0;;256531;190245;6783;7301;
A519;SSM519;SYARIKAT A519;;JOHOR;46901;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;16/08/2019;2;0;;29437;25874;59743;1257;
A520;SSM520;SYARIKAT A520;;JOHOR;46444;BBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/05/2019;11;366971;;17366633;16951957;593535;1498349;
A521;SSM521;SYARIKAT A521;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;27/06/2019;4;63398;;845157;0;0;;
A522;SSM522;SYARIKAT A522;;JOHOR;46204;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A523;SSM523;SYARIKAT A523;;JOHOR;46209;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;3;13564;;838889;;;;
A524;SSM524;SYARIKAT A524;;JOHOR;46312;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A525;SSM525;SYARIKAT A525;;JOHOR;46639;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A526;SSM526;SYARIKAT A526;;JOHOR;46325;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/08/2019;4;82582;;563661;477650;11727;24068;
A527;SSM527;SYARIKAT A527;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/08/2019;3;28800;;415980;236376;20250;6379;
A528;SSM528;SYARIKAT A528;;JOHOR;47635;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;10/07/2019;5;145130;;1030552;1025835;41092;881506;
A529;SSM529;SYARIKAT A529;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;17/06/2019;4;25022;;208732;179417;9678;5772;
A530;SSM530;SYARIKAT A530;;JOHOR;46202;BBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A531;SSM531;SYARIKAT A531;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Semakan SMD;Kerja Luar;26/08/2019;3;12333;;194024;117356;36085;12911;
A532;SSM532;SYARIKAT A532;;JOHOR;45300;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A533;SSM533;SYARIKAT A533;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;4;35964;;334161;274964;13163;4046;
A534;SSM534;SYARIKAT A534;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;20/05/2019;;;;;;;;
A535;SSM535;SYARIKAT A535;;JOHOR;47216;SBU;Boss;Ketua;Amoi;;2018;40-Telah tutup;Selesai;Kerja Luar;14/05/2019;;;;;;;;
A536;SSM536;SYARIKAT A536;;JOHOR;47733;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;14/08/2019;2;28800;;1200123;1071099;147004;474367;
A537;SSM537;SYARIKAT A537;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;Kerja Luar;03/07/2019;;;;;;;;
A538;SSM538;SYARIKAT A538;;JOHOR;47520;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A539;SSM539;SYARIKAT A539;;JOHOR;47113;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A540;SSM540;SYARIKAT A540;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;9;115824;;585663;0;1;0;
A541;SSM541;SYARIKAT A541;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;01/07/2019;2;7629;;459460;388488;1;15165;
A542;SSM542;SYARIKAT A542;;JOHOR;47721;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A543;SSM543;SYARIKAT A543;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A544;SSM544;SYARIKAT A544;;JOHOR;47735;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;2;17069;;921120;0;1;;
A545;SSM545;SYARIKAT A545;;JOHOR;47810;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/05/2019;5;50400;;500834;117983;58883;13500;
A546;SSM546;SYARIKAT A546;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A547;SSM547;SYARIKAT A547;;JOHOR;46202;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;4;57302;;597782;0;1;0;
A548;SSM548;SYARIKAT A548;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A549;SSM549;SYARIKAT A549;;JOHOR;47722;SBU;Boss;Ketua;Amoi;;2018;22-Tidak terdapat pertubuhan di alamat yang diberi;Selesai;Kerja Luar;03/07/2019;;;;;;;;
A550;SSM550;SYARIKAT A550;;JOHOR;45403;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;29/05/2019;3;28800;;868471;715232;200738;7727;
A551;SSM551;SYARIKAT A551;;JOHOR;47735;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A552;SSM552;SYARIKAT A552;;JOHOR;47510;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;21/05/2019;2;55711;;204350;157188;190607;105852;
A553;SSM553;SYARIKAT A553;;JOHOR;47420;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A554;SSM554;SYARIKAT A554;;JOHOR;45300;BBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/08/2019;10;209671;;5499672;5301566;206280;234836;
A555;SSM555;SYARIKAT A555;;JOHOR;46205;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;51408;43038;1;;
A556;SSM556;SYARIKAT A556;;JOHOR;47212;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;06/08/2019;4;15600;;610356;500492;74914;99903;
A557;SSM557;SYARIKAT A557;;JOHOR;47733;SBU;Boss;Ketua;Amoi;;2018;76-Dalam proses lengkap;Dalam Proses;;21/05/2019;;;;;;;;
A558;SSM558;SYARIKAT A558;;JOHOR;47111;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;03/07/2019;2;0;;236245;207967;3099;3971;
A559;SSM559;SYARIKAT A559;;JOHOR;47631;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A560;SSM560;SYARIKAT A560;;JOHOR;46431;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Selesai;Kerja Luar;02/08/2019;3;32325;;490340;421623;6832;36443;
A561;SSM561;SYARIKAT A561;;JOHOR;47612;SBU;Boss;Ketua;Amoi;;2018;31-Tidak menjalankan perusahaan;Dalam Proses;Kerja Luar;15/07/2019;;;;;;;;
A562;SSM562;SYARIKAT A562;;JOHOR;46323;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;55953;46843;1;;
A563;SSM563;SYARIKAT A563;;JOHOR;45201;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;1;0;;57040;48552;1;;
A564;SSM564;SYARIKAT A564;;JOHOR;45102;SBU;Boss;Ketua;Amoi;;2018;71-Berjanji untuk menghantar laporan dalam tempoh hari/minggu;Dalam Proses;;;;;;;;;;
A565;SSM565;SYARIKAT A565;;JOHOR;47738;SBU;Boss;Ketua;Amoi;;2018;11-Borang Lengkap (kerja luar/pos/e-mel/faks/e-survey);Dalam Proses;;;5;72664;;89401;0;1;;
